event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
2,drawerLayout,,lisec.com,,android.view.View,clickable,lisec.com,,,,,,wrong,.Calculator,
2,drawerLayout,,Glasbearbeitungsmaschinen,,android.view.View,clickable,Glasbearbeitungsmaschinen,,,,,,wrong,.Calculator,
2,drawerLayout,Tip,Bill Tip,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,drawerLayout,Total,Total,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,totalBillAmountTV,0,totalBillAmountTV Total,,android.widget.TextView,label,,,,,,Total Total,wrong,.Calculator,
2,totalTipTV,0,totalTipTV,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,drawerLayout,Each,Each,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,perPersonBillTV,0,perPersonBillTV Each,,android.widget.TextView,label,,,,,,Each Each,wrong,.Calculator,
2,perPersonTipTV,0,perPersonTipTV,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,billAmountET,56.6,billAmountET Bill,,android.widget.EditText,fillable,,,,,,Bill Bill,wrong,.Calculator,
2,drawerLayout,Bill,Bill,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,tipPercentET,15,tipPercentET Tip percent,,android.widget.EditText,fillable,,,,,,Tip percent Tip percent,wrong,.Calculator,
2,drawerLayout,Tip percent,Tip percent,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,guestNumberET,1,guestNumberET # of people,,android.widget.EditText,fillable,,,,,,# of people # of people,wrong,.Calculator,
2,drawerLayout,# of people,# of people,,android.widget.TextView,label,,,,,,,wrong,.Calculator,
2,resetBtn,Reset,Reset,,android.widget.Button,clickable,,,,,,,wrong,.Calculator,
