src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_activity,src_atm_neighbor,src_file_name,target_text,target_id,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_activity,target_atm_neighbor,target_file_name,nnlm
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,expense value,,,,,expense activity,money,,,,open navigation drawer,,,,main activity,,,0.2946188449859619
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,,,expense activity,money,,today budget,view,,,,,main activity,,,0.48092177510261536
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,,,expense activity,money,,,current money,,,,today budget,main activity,,,0.5778034925460815
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,,,expense activity,money,,,daily amount,,,,daily amount,main activity,,,0.47970855236053467
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,expense value,,,,,expense activity,money,,,image button,,,,,main activity,,minusbutton,0.36971330642700195
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,expense value,,,,,expense activity,money,,,,navigate,,,,input activity,,,0.42591822147369385
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,expense value,,,,,expense activity,money,,note optional,input note,,,,amount,input activity,,,0.4992993474006653
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,expense value,,,,,expense activity,money,,do,do,,,,note optional,input activity,,,0.4425351023674011
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,expense value,,,,,expense activity,money,,test ad,,,,,,input activity,,,0.44841668009757996
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,,,expense activity,money,,,,detail fid dcom tech news,,,,input activity,,,0.4468807578086853
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,,,expense activity,money,,,,tech news,,,,input activity,,,0.4928779602050781
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,,,expense activity,money,,,,follow late tech news,,,,input activity,,,0.3777487874031067
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,,,expense activity,money,,,,new application specially design forthose interested technology news,,,,input activity,,,0.4170306921005249
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3.0,,expense value,,,,,expense activity,money,,do,do,,,,,input activity,,,0.4577271640300751
Expense2,Expense2-Expense3,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,add description,expense description,,,,,expense activity,,,note optional,input note,,,,amount,input activity,,,0.6098336577415466
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,add description,expense description,,,,,expense activity,,,,image button,,,,,main activity,,plusbutton,0.45131179690361023
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,add description,expense description,,,,,expense activity,,,,,open navigation drawer,,,,main activity,,,0.28915899991989136
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,add description,expense description,,,,,expense activity,,,today budget,view,,,,,main activity,,,0.4764162003993988
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,add description,expense description,,,,,expense activity,,,,current money,,,,today budget,main activity,,,0.35655924677848816
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,add description,expense description,,,,,expense activity,,,,daily amount,,,,daily amount,main activity,,,0.3905809819698334
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,add description,expense description,,,,,expense activity,,,,image button,,,,,main activity,,minusbutton,0.472560316324234
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,add description,expense description,,,,,expense activity,,,amount,input amount,,,,,input activity,,,0.5446116924285889
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,add description,expense description,,,,,expense activity,,,,,navigate,,,,input activity,,,0.5151525139808655
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,add description,expense description,,,,,expense activity,,,do,do,,,,note optional,input activity,,,0.5424570441246033
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,add description,expense description,,,,,expense activity,,,test ad,,,,,,input activity,,,0.5349972248077393
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,expense activity,,,,,detail fid dcom tech news,,,,input activity,,,0.5396634340286255
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,expense activity,,,,,tech news,,,,input activity,,,0.49091655015945435
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,expense activity,,,,,follow late tech news,,,,input activity,,,0.41322755813598633
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,expense activity,,,,,new application specially design forthose interested technology news,,,,input activity,,,0.4802696108818054
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3.0,add description,expense description,,,,,expense activity,,,do,do,,,,,input activity,,,0.48146137595176697
Expense2,Expense2-Expense3,3.0,correct,android.widget.Button,android.widget.Button,clickable,clickable,3.0,,date picker,,,,,expense activity,,,do,do,,,,,input activity,,,0.5530858039855957
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,,date picker,,,,,expense activity,,,,image button,,,,,main activity,,plusbutton,0.5367317795753479
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,,date picker,,,,,expense activity,,,,,open navigation drawer,,,,main activity,,,0.42805999517440796
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,expense activity,,,today budget,view,,,,,main activity,,,0.6238836050033569
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,expense activity,,,,current money,,,,today budget,main activity,,,0.5548592805862427
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,expense activity,,,daily amount,view,,,,,main activity,,,0.5909901857376099
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,expense activity,,,,daily amount,,,,daily amount,main activity,,,0.5778478384017944
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,,date picker,,,,,expense activity,,,,image button,,,,,main activity,,minusbutton,0.5697876811027527
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,,date picker,,,,,expense activity,,,amount,input amount,,,,,input activity,,,0.5832518935203552
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1.0,,date picker,,,,,expense activity,,,,,navigate,,,,input activity,,,0.5421799421310425
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,,date picker,,,,,expense activity,,,note optional,input note,,,,amount,input activity,,,0.5892465710639954
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1.0,,date picker,,,,,expense activity,,,do,do,,,,note optional,input activity,,,0.5459255576133728
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,2.0,,date picker,,,,,expense activity,,,test ad,,,,,,input activity,,,0.5974689722061157
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,expense activity,,,,,detail fid dcom tech news,,,,input activity,,,0.5409572124481201
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,expense activity,,,,,tech news,,,,input activity,,,0.6010769605636597
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,expense activity,,,,,follow late tech news,,,,input activity,,,0.5310591459274292
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,expense activity,,,,,new application specially design forthose interested technology news,,,,input activity,,,0.48815441131591797
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,3.0,,date picker,,,,,expense activity,,,,input note,,,,amount,input activity,,,0.6220935583114624
Expense4,Expense4-Expense2,0.0,correct,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,add income,btn add income,,,,,activity record main,,,,fab,,,,,main activity,,ic add,0.6272104978561401
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,,,activity record main,,,expense,,,,,,main activity,,,0.6792483925819397
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,clickable,0.0,add income,btn add income,,,,,activity record main,,,,,option,,,,main activity,,,0.5437467098236084
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,,,activity record main,,,total month expense,total month description,,,,,main activity,,,0.6130237579345703
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,0.0,add income,btn add income,,,,,activity record main,,,,total month,,,,,main activity,,,0.5875923037528992
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,add income,btn add income,,,,,activity record main,,,,expense value,,,,,expense activity,money,,0.6345003843307495
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,1.0,add income,btn add income,,,,,activity record main,,,expense,,,,,,expense activity,,,0.5446189045906067
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1.0,add income,btn add income,,,,,activity record main,,,,,navigate,,,,expense activity,,,0.5003576278686523
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,label,1.0,add income,btn add income,,,,,activity record main,,,,,money,,,,expense activity,,,0.6050295829772949
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,label,1.0,add income,btn add income,,,,,activity record main,,,,,description,,,,expense activity,,,0.5169252157211304
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,add income,btn add income,,,,,activity record main,,,add description,expense description,,,,,expense activity,,,0.5899965167045593
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,label,1.0,add income,btn add income,,,,,activity record main,,,,,date,,,,expense activity,,,0.5846601724624634
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1.0,add income,btn add income,,,,,activity record main,,,,date picker,,,,,expense activity,,,0.5568386316299438
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,,,activity record main,,,food,,,,,,expense activity,,,0.5606774091720581
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1.0,add income,btn add income,,,,,activity record main,,,save,save expense,,,,,expense activity,,,0.5136386156082153
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,3.0,add income,btn add income,,,,,activity record main,,,gra,expense description,,,,,expense activity,,,0.5209213495254517
Expense4,Expense4-Expense2,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,et price,,,price,,activity record add,date,,,expense value,,,,,expense activity,money,,0.6048611998558044
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et price,,,price,,activity record add,date,,,fab,,,,,main activity,,ic add,0.4535146951675415
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,price,,activity record add,date,,expense,,,,,,main activity,,,0.49670645594596863
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,et price,,,price,,activity record add,date,,,,option,,,,main activity,,,0.48110032081604004
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,price,,activity record add,date,,total month expense,total month description,,,,,main activity,,,0.6785794496536255
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0.0,,et price,,,price,,activity record add,date,,,total month,,,,,main activity,,,0.5668305158615112
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1.0,,et price,,,price,,activity record add,date,,expense,,,,,,expense activity,,,0.48820117115974426
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,et price,,,price,,activity record add,date,,,,navigate,,,,expense activity,,,0.4782516658306122
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et price,,,price,,activity record add,date,,,,money,,,,expense activity,,,0.5503966808319092
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et price,,,price,,activity record add,date,,,,description,,,,expense activity,,,0.5602320432662964
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,et price,,,price,,activity record add,date,,add description,expense description,,,,,expense activity,,,0.577783465385437
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et price,,,price,,activity record add,date,,,,date,,,,expense activity,,,0.7155507206916809
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et price,,,price,,activity record add,date,,,date picker,,,,,expense activity,,,0.6502199172973633
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et price,,,price,,activity record add,date,,save,save expense,,,,,expense activity,,,0.4396953880786896
Expense4,Expense4-Expense2,4.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,et title,,,title,,activity record add,,,add description,expense description,,,,,expense activity,,,0.3702149987220764
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et title,,,title,,activity record add,,,,fab,,,,,main activity,,ic add,0.40457141399383545
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,title,,activity record add,,,expense,,,,,,main activity,,,0.36739033460617065
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,et title,,,title,,activity record add,,,,,option,,,,main activity,,,0.38509583473205566
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,title,,activity record add,,,total month expense,total month description,,,,,main activity,,,0.47661030292510986
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0.0,,et title,,,title,,activity record add,,,,total month,,,,,main activity,,,0.45304030179977417
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,et title,,,title,,activity record add,,,,expense value,,,,,expense activity,money,,0.30016058683395386
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1.0,,et title,,,title,,activity record add,,,expense,,,,,,expense activity,,,0.2652279734611511
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,et title,,,title,,activity record add,,,,,navigate,,,,expense activity,,,0.3612871766090393
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et title,,,title,,activity record add,,,,,money,,,,expense activity,,,0.29125645756721497
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et title,,,title,,activity record add,,,,,description,,,,expense activity,,,0.3449611961841583
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et title,,,title,,activity record add,,,,,date,,,,expense activity,,,0.44948670268058777
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et title,,,title,,activity record add,,,,date picker,,,,,expense activity,,,0.39799630641937256
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et title,,,title,,activity record add,,,save,save expense,,,,,expense activity,,,0.26431745290756226
Expense4,Expense4-Expense2,6.0,correct,android.widget.TextView,android.widget.Button,clickable,clickable,3.0,,action do,add,,,,activity record add,,,save,save expense,,,,,expense activity,,,0.4427289664745331
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,,activity record add,,,,fab,,,,,main activity,,ic add,0.5261455774307251
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,,activity record add,,,expense,,,,,,main activity,,,0.5039769411087036
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,clickable,0.0,,action do,add,,,,activity record add,,,,,option,,,,main activity,,,0.49513810873031616
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,,activity record add,,,total month expense,total month description,,,,,main activity,,,0.5472005605697632
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0.0,,action do,add,,,,activity record add,,,,total month,,,,,main activity,,,0.5323793888092041
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1.0,,action do,add,,,,activity record add,,,,expense value,,,,,expense activity,money,,0.42180299758911133
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1.0,,action do,add,,,,activity record add,,,expense,,,,,,expense activity,,,0.41689568758010864
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,,action do,add,,,,activity record add,,,,,navigate,,,,expense activity,,,0.5345224142074585
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,label,1.0,,action do,add,,,,activity record add,,,,,money,,,,expense activity,,,0.41864097118377686
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,label,1.0,,action do,add,,,,activity record add,,,,,description,,,,expense activity,,,0.4638274908065796
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1.0,,action do,add,,,,activity record add,,,add description,expense description,,,,,expense activity,,,0.5412172079086304
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,label,1.0,,action do,add,,,,activity record add,,,,,date,,,,expense activity,,,0.5406914353370667
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,1.0,,action do,add,,,,activity record add,,,,date picker,,,,,expense activity,,,0.49191606044769287
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,,,activity record add,,,food,,,,,,expense activity,,,0.42480918765068054
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3.0,,action do,add,,,,activity record add,,,gra,expense description,,,,,expense activity,,,0.42485055327415466
Expense2,Expense2-Expense4,0.0,correct,android.widget.ImageButton,android.widget.Button,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,add expense,btn add expense,,,,,activity record main,,,0.6441996097564697
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0.0,,fab,,,,,main activity,,ic add,record,drawer layout,,,,,activity record main,,,0.5006017684936523
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,week,,,,,,activity record main,,,0.542690634727478
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,,drawer layout,open navigation drawer,,,,activity record main,,,0.49601811170578003
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,short summary,list view,,,,,activity record main,,,0.4840743839740753
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,oct,tv period,,,,short summary,activity record main,,,0.5053127408027649
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,total income,list view,,,,oct,activity record main,,,0.5248491764068604
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,non,tv total income,,,,total income,activity record main,,,0.4614298641681671
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,total expense,list view,,,,non,activity record main,,,0.5154068470001221
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,non,tv total expense,,,,total expense,activity record main,,,0.48997029662132263
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,non,tv total,,,,non,activity record main,,,0.5331538319587708
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,0.0,,fab,,,,,main activity,,ic add,add income,btn add income,,,,,activity record main,,,0.6272104978561401
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab,,,,,main activity,,ic add,,et price,,,price,,activity record add,date,,0.4535146951675415
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,,main activity,,ic add,add expense,,,,,,activity record add,,,0.5765713453292847
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,1.0,,fab,,,,,main activity,,ic add,,action do,add,,,,activity record add,,,0.5261455774307251
