src_app,target_app,src_event_index,target_label,src_class,target_class,src_type,target_type,target_event_index,src_text,src_id,src_content_desc,src_hint,src_atm_neighbor,src_file_name,target_text,target_id,target_content_desc,target_hint,target_atm_neighbor,target_file_name,wm
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,money,,today budget,view,,,,,0.22730661736323174
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,money,,,current money,,,,,0.20432175725605012
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,money,,,daily amount,,,,,0.21260628552884495
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,expense value,,,money,,,image button,,,,minusbutton,0.19383288558866305
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,expense value,,,money,,,,navigate,,,,0.19044812751445672
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,expense value,,,money,,note optional,input note,,,,,0.21221476330139175
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,expense value,,,money,,do,do,,,,,0.20297267857467696
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,,expense value,,,money,,test ad,,,,,,0.19649524395403906
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,money,,,,detail fid dcom tech news,,,,0.19716476968834187
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,money,,,,tech news,,,,0.19260851406368165
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,money,,,,follow late tech news,,,,0.195160544469759
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,,expense value,,,money,,,,new application specially design forthose interested technology news,,,,0.19655333970739156
Expense2,Expense2-Expense3,1.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3.0,,expense value,,,money,,do,do,,,,,0.20297267857467696
Expense2,Expense2-Expense3,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,add description,expense description,,,,,note optional,input note,,,,,0.26433880982850827
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,add description,expense description,,,,,,image button,,,,plusbutton,0.21457817791446487
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,add description,expense description,,,,,,,open navigation drawer,,,,0.2256576579247278
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,add description,expense description,,,,,today budget,view,,,,,0.2092353623030696
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,add description,expense description,,,,,,current money,,,,,0.20158309084816492
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,add description,expense description,,,,,,daily amount,,,,,0.19831448940469823
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,add description,expense description,,,,,,image button,,,,minusbutton,0.21457817791446487
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,add description,expense description,,,,,amount,input amount,,,,,0.1922539186008292
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,add description,expense description,,,,,,,navigate,,,,0.23895274584976828
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,add description,expense description,,,,,do,do,,,,,0.22618471605388452
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,2.0,add description,expense description,,,,,test ad,,,,,,0.22863380026884167
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,,,detail fid dcom tech news,,,,0.23598680875669364
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,,,tech news,,,,0.22646978867351236
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,,,follow late tech news,,,,0.2248654210866257
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.view.View,fillable,clickable,2.0,add description,expense description,,,,,,,new application specially design forthose interested technology news,,,,0.22810492659955034
Expense2,Expense2-Expense3,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,3.0,add description,expense description,,,,,do,do,,,,,0.22618471605388452
Expense2,Expense2-Expense3,3.0,correct,android.widget.Button,android.widget.Button,clickable,clickable,3.0,,date picker,,,,,do,do,,,,,0.23071786103902542
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,,date picker,,,,,,image button,,,,plusbutton,0.21181925475345598
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,,date picker,,,,,,,open navigation drawer,,,,0.2174374321816259
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,today budget,view,,,,,0.25090262639709904
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,,current money,,,,,0.2183039125945258
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,daily amount,view,,,,,0.22732345171736876
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,,date picker,,,,,,daily amount,,,,,0.22732345171736876
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,,date picker,,,,,,image button,,,,minusbutton,0.21181925475345598
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,,date picker,,,,,amount,input amount,,,,,0.22157122086255
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1.0,,date picker,,,,,,,navigate,,,,0.23604238908945208
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,,date picker,,,,,note optional,input note,,,,,0.2501547934440923
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1.0,,date picker,,,,,do,do,,,,,0.23071786103902542
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,2.0,,date picker,,,,,test ad,,,,,,0.2262265274161831
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,,,detail fid dcom tech news,,,,0.23537886769550145
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,,,tech news,,,,0.2364996669405199
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,,,follow late tech news,,,,0.2337648541137855
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.view.View,clickable,clickable,2.0,,date picker,,,,,,,new application specially design forthose interested technology news,,,,0.23229143977687594
Expense2,Expense2-Expense3,3.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,3.0,,date picker,,,,,,input note,,,,,0.24418931603222102
Expense4,Expense4-Expense2,0.0,correct,android.widget.Button,android.widget.ImageButton,clickable,clickable,0.0,add income,btn add income,,,,,,fab,,,,ic add,0.30243099674853363
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,,,expense,,,,,,0.207988679773261
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,clickable,0.0,add income,btn add income,,,,,,,option,,,,0.2233077371780708
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,0.0,add income,btn add income,,,,,total month expense,total month description,,,,,0.22042246083126574
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,0.0,add income,btn add income,,,,,,total month,,,,,0.22417143571032833
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,add income,btn add income,,,,,,expense value,,,money,,0.2242102936618129
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,label,1.0,add income,btn add income,,,,,expense,,,,,,0.207988679773261
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageButton,clickable,clickable,1.0,add income,btn add income,,,,,,,navigate,,,,0.22932123997585077
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,label,1.0,add income,btn add income,,,,,,,money,,,,0.20133341539042665
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,label,1.0,add income,btn add income,,,,,,,description,,,,0.20222515529397636
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,1.0,add income,btn add income,,,,,add description,expense description,,,,,0.3226065333933171
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.ImageView,clickable,label,1.0,add income,btn add income,,,,,,,date,,,,0.20085599618384306
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1.0,add income,btn add income,,,,,,date picker,,,,,0.229880811843732
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.TextView,clickable,clickable,1.0,add income,btn add income,,,,,food,,,,,,0.22787080569516072
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.Button,clickable,clickable,1.0,add income,btn add income,,,,,save,save expense,,,,,0.24274094562125212
Expense4,Expense4-Expense2,0.0,wrong,android.widget.Button,android.widget.EditText,clickable,fillable,3.0,add income,btn add income,,,,,gra,expense description,,,,,0.0
Expense4,Expense4-Expense2,2.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,et price,,,date,,,expense value,,,money,,0.20187573896697433
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et price,,,date,,,fab,,,,ic add,0.25876277959205907
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,date,,expense,,,,,,0.17245390150989373
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,et price,,,date,,,,option,,,,0.2144326643917439
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et price,,,date,,total month expense,total month description,,,,,0.19862061380207216
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0.0,,et price,,,date,,,total month,,,,,0.21153550365974874
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1.0,,et price,,,date,,expense,,,,,,0.17245390150989373
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,et price,,,date,,,,navigate,,,,0.20002507510251427
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et price,,,date,,,,money,,,,0.18774731887872137
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et price,,,date,,,,description,,,,0.20516329581426282
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,et price,,,date,,add description,expense description,,,,,0.20392323384778796
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et price,,,date,,,,date,,,,0.19974437280182505
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et price,,,date,,,date picker,,,,,0.22504613894853373
Expense4,Expense4-Expense2,2.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et price,,,date,,save,save expense,,,,,0.2044174950639342
Expense4,Expense4-Expense2,4.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,2.0,,et title,,,,,add description,expense description,,,,,0.23891541705422378
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,et title,,,,,,fab,,,,ic add,0.31507792373268906
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,,,expense,,,,,,0.17993535769791613
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,clickable,0.0,,et title,,,,,,,option,,,,0.23394353131882759
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,et title,,,,,total month expense,total month description,,,,,0.1996666753893196
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0.0,,et title,,,,,,total month,,,,,0.2110843053890615
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,et title,,,,,,expense value,,,money,,0.20131408735791886
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,1.0,,et title,,,,,expense,,,,,,0.17993535769791613
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,1.0,,et title,,,,,,,navigate,,,,0.23771633724743269
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et title,,,,,,,money,,,,0.1904681764142974
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et title,,,,,,,description,,,,0.2406195405126871
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.ImageView,fillable,label,1.0,,et title,,,,,,,date,,,,0.20590915898538617
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et title,,,,,,date picker,,,,,0.23571386580101808
Expense4,Expense4-Expense2,4.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,1.0,,et title,,,,,save,save expense,,,,,0.23165626716436047
Expense4,Expense4-Expense2,6.0,correct,android.widget.TextView,android.widget.Button,clickable,clickable,3.0,,action do,add,,,,save,save expense,,,,,0.24557582100854575
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,0.0,,action do,add,,,,,fab,,,,ic add,0.43607335664046165
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,,expense,,,,,,0.18104075533278355
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,clickable,0.0,,action do,add,,,,,,option,,,,0.24886327966059701
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,0.0,,action do,add,,,,total month expense,total month description,,,,,0.19921022605630653
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,0.0,,action do,add,,,,,total month,,,,,0.20612995424142183
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1.0,,action do,add,,,,,expense value,,,money,,0.2018927993680024
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,label,1.0,,action do,add,,,,expense,,,,,,0.18104075533278355
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageButton,clickable,clickable,1.0,,action do,add,,,,,,navigate,,,,0.24763774912641012
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,label,1.0,,action do,add,,,,,,money,,,,0.1969572579664523
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,label,1.0,,action do,add,,,,,,description,,,,0.21861438803846575
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,1.0,,action do,add,,,,add description,expense description,,,,,0.3044780867234238
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.ImageView,clickable,label,1.0,,action do,add,,,,,,date,,,,0.20114157916607375
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.Button,clickable,clickable,1.0,,action do,add,,,,,date picker,,,,,0.23001221390378818
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.TextView,clickable,clickable,1.0,,action do,add,,,,food,,,,,,0.2417737815584776
Expense4,Expense4-Expense2,6.0,wrong,android.widget.TextView,android.widget.EditText,clickable,fillable,3.0,,action do,add,,,,gra,expense description,,,,,0.0
Expense2,Expense2-Expense4,0.0,correct,android.widget.ImageButton,android.widget.Button,clickable,clickable,0.0,,fab,,,,ic add,add expense,btn add expense,,,,,0.26727119817038963
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,0.0,,fab,,,,ic add,record,drawer layout,,,,,0.24820711100239393
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,week,,,,,,0.21246251768980667
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,0.0,,fab,,,,ic add,,drawer layout,open navigation drawer,,,,0.24467960965066923
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,short summary,list view,,,,,0.24514265352978193
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,oct,tv period,,,,,0.33335268670551277
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,total income,list view,,,,,0.22133046341883444
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,non,tv total income,,,,,0.3359225319547224
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,total expense,list view,,,,,0.20122124539795064
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,non,tv total expense,,,,,0.3359225319547224
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,0.0,,fab,,,,ic add,non,tv total,,,,,0.3359225319547224
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,0.0,,fab,,,,ic add,add income,btn add income,,,,,0.30243099674853363
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab,,,,ic add,,et price,,,date,,0.25876277959205907
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,ic add,add expense,,,,,,0.26727119817038963
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,1.0,,fab,,,,ic add,,action do,add,,,,0.43607335664046165
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.ImageButton,clickable,clickable,1.0,,fab,,,,ic add,,,navigate,,,,0.25397574385940447
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,ic add,date,,,,,,0.20521329362010238
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,ic add,time,,,,,,0.23018272577817028
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,1.0,,fab,,,,ic add,account,,,,,,0.23262139501663015
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,1.0,,fab,,,,ic add,,tv date,,,,,0.20975001190561107
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,1.0,,fab,,,,ic add,,tv time,,,,,0.21863531983596823
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,1.0,,fab,,,,ic add,default,,,,,,0.23784300019924096
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab,,,,ic add,,et title,,,,,0.31507792373268906
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,1.0,,fab,,,,ic add,,et category,,,,,0.30215181139682534
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,2.0,,fab,,,,ic add,,et price,,,,,0.25876277959205907
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.EditText,clickable,fillable,3.0,,fab,,,,ic add,restaurant,et title,,,,,0.2691708577932865
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4.0,,fab,,,,ic add,ok,button,,,,,0.21520012640365418
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,4.0,,fab,,,,ic add,oct,date picker month,,,,,0.33335268670551277
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,label,4.0,,fab,,,,ic add,,date picker day,,,,,0.23169334284470844
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.TextView,clickable,clickable,4.0,,fab,,,,ic add,,date picker year,,,,,0.23976905207905996
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.view.View,clickable,clickable,4.0,,fab,,,,ic add,,animator,october,,,,0.2306431239960702
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.view.View,clickable,clickable,4.0,,fab,,,,ic add,,animator,october select,,,,0.2697816912480979
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.view.View,clickable,clickable,4.0,,fab,,,,ic add,,animator,,,,,0.0
Expense2,Expense2-Expense4,0.0,wrong,android.widget.ImageButton,android.widget.Button,clickable,clickable,4.0,,fab,,,,ic add,cancel,button,,,,,0.2173710180801583
Expense2,Expense2-Expense4,1.0,correct,android.widget.EditText,android.widget.EditText,fillable,fillable,1.0,,expense value,,,money,,,et price,,,date,,0.20187573896697433
Expense2,Expense2-Expense4,1.0,wrong,android.widget.EditText,android.widget.Button,fillable,clickable,0.0,,expense value,,,money,,add expense,btn add expense,,,,,0.34023643375334145
Expense2,Expense2-Expense4,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,label,0.0,,expense value,,,money,,record,drawer layout,,,,,0.20046022484269033
Expense2,Expense2-Expense4,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,expense value,,,money,,week,,,,,,0.1934343089322594
Expense2,Expense2-Expense4,1.0,wrong,android.widget.EditText,android.widget.ImageButton,fillable,clickable,0.0,,expense value,,,money,,,drawer layout,open navigation drawer,,,,0.1876045088026712
Expense2,Expense2-Expense4,1.0,wrong,android.widget.EditText,android.widget.TextView,fillable,clickable,0.0,,expense value,,,money,,short summary,list view,,,,,0.21262096056082846
